37.80,69.80,106.10,100.80,81.60,66.50,34.80,30.60,7.00,19.80,92.50:154.40
69.80,106.10,100.80,81.60,66.50,34.80,30.60,7.00,19.80,92.50,154.40:125.90
106.10,100.80,81.60,66.50,34.80,30.60,7.00,19.80,92.50,154.40,125.90:84.80
100.80,81.60,66.50,34.80,30.60,7.00,19.80,92.50,154.40,125.90,84.80:68.10
81.60,66.50,34.80,30.60,7.00,19.80,92.50,154.40,125.90,84.80,68.10:38.50
66.50,34.80,30.60,7.00,19.80,92.50,154.40,125.90,84.80,68.10,38.50:22.80
34.80,30.60,7.00,19.80,92.50,154.40,125.90,84.80,68.10,38.50,22.80:10.20
30.60,7.00,19.80,92.50,154.40,125.90,84.80,68.10,38.50,22.80,10.20:24.10
7.00,19.80,92.50,154.40,125.90,84.80,68.10,38.50,22.80,10.20,24.10:82.90
19.80,92.50,154.40,125.90,84.80,68.10,38.50,22.80,10.20,24.10,82.90:132.00
92.50,154.40,125.90,84.80,68.10,38.50,22.80,10.20,24.10,82.90,132.00:130.90
154.40,125.90,84.80,68.10,38.50,22.80,10.20,24.10,82.90,132.00,130.90:118.10
125.90,84.80,68.10,38.50,22.80,10.20,24.10,82.90,132.00,130.90,118.10:89.90
84.80,68.10,38.50,22.80,10.20,24.10,82.90,132.00,130.90,118.10,89.90:66.60
68.10,38.50,22.80,10.20,24.10,82.90,132.00,130.90,118.10,89.90,66.60:60.00
38.50,22.80,10.20,24.10,82.90,132.00,130.90,118.10,89.90,66.60,60.00:46.90
22.80,10.20,24.10,82.90,132.00,130.90,118.10,89.90,66.60,60.00,46.90:41.00
10.20,24.10,82.90,132.00,130.90,118.10,89.90,66.60,60.00,46.90,41.00:21.30
24.10,82.90,132.00,130.90,118.10,89.90,66.60,60.00,46.90,41.00,21.30:16.00
82.90,132.00,130.90,118.10,89.90,66.60,60.00,46.90,41.00,21.30,16.00:6.40
132.00,130.90,118.10,89.90,66.60,60.00,46.90,41.00,21.30,16.00,6.40:4.10
130.90,118.10,89.90,66.60,60.00,46.90,41.00,21.30,16.00,6.40,4.10:6.80
118.10,89.90,66.60,60.00,46.90,41.00,21.30,16.00,6.40,4.10,6.80:14.50
89.90,66.60,60.00,46.90,41.00,21.30,16.00,6.40,4.10,6.80,14.50:34.00
66.60,60.00,46.90,41.00,21.30,16.00,6.40,4.10,6.80,14.50,34.00:45.00
60.00,46.90,41.00,21.30,16.00,6.40,4.10,6.80,14.50,34.00,45.00:43.10
46.90,41.00,21.30,16.00,6.40,4.10,6.80,14.50,34.00,45.00,43.10:47.50
41.00,21.30,16.00,6.40,4.10,6.80,14.50,34.00,45.00,43.10,47.50:42.20
21.30,16.00,6.40,4.10,6.80,14.50,34.00,45.00,43.10,47.50,42.20:28.10
16.00,6.40,4.10,6.80,14.50,34.00,45.00,43.10,47.50,42.20,28.10:10.10
6.40,4.10,6.80,14.50,34.00,45.00,43.10,47.50,42.20,28.10,10.10:8.10
4.10,6.80,14.50,34.00,45.00,43.10,47.50,42.20,28.10,10.10,8.10:2.50
6.80,14.50,34.00,45.00,43.10,47.50,42.20,28.10,10.10,8.10,2.50:0.00
14.50,34.00,45.00,43.10,47.50,42.20,28.10,10.10,8.10,2.50,0.00:1.40
34.00,45.00,43.10,47.50,42.20,28.10,10.10,8.10,2.50,0.00,1.40:5.00
45.00,43.10,47.50,42.20,28.10,10.10,8.10,2.50,0.00,1.40,5.00:12.20
43.10,47.50,42.20,28.10,10.10,8.10,2.50,0.00,1.40,5.00,12.20:13.90
47.50,42.20,28.10,10.10,8.10,2.50,0.00,1.40,5.00,12.20,13.90:35.40
42.20,28.10,10.10,8.10,2.50,0.00,1.40,5.00,12.20,13.90,35.40:45.80
28.10,10.10,8.10,2.50,0.00,1.40,5.00,12.20,13.90,35.40,45.80:41.10
10.10,8.10,2.50,0.00,1.40,5.00,12.20,13.90,35.40,45.80,41.10:30.10
8.10,2.50,0.00,1.40,5.00,12.20,13.90,35.40,45.80,41.10,30.10:23.90
2.50,0.00,1.40,5.00,12.20,13.90,35.40,45.80,41.10,30.10,23.90:15.60
0.00,1.40,5.00,12.20,13.90,35.40,45.80,41.10,30.10,23.90,15.60:6.60
1.40,5.00,12.20,13.90,35.40,45.80,41.10,30.10,23.90,15.60,6.60:4.00
5.00,12.20,13.90,35.40,45.80,41.10,30.10,23.90,15.60,6.60,4.00:1.80
12.20,13.90,35.40,45.80,41.10,30.10,23.90,15.60,6.60,4.00,1.80:8.50
13.90,35.40,45.80,41.10,30.10,23.90,15.60,6.60,4.00,1.80,8.50:16.60
35.40,45.80,41.10,30.10,23.90,15.60,6.60,4.00,1.80,8.50,16.60:36.30
45.80,41.10,30.10,23.90,15.60,6.60,4.00,1.80,8.50,16.60,36.30:49.60
41.10,30.10,23.90,15.60,6.60,4.00,1.80,8.50,16.60,36.30,49.60:64.20
30.10,23.90,15.60,6.60,4.00,1.80,8.50,16.60,36.30,49.60,64.20:67.00
23.90,15.60,6.60,4.00,1.80,8.50,16.60,36.30,49.60,64.20,67.00:70.90
15.60,6.60,4.00,1.80,8.50,16.60,36.30,49.60,64.20,67.00,70.90:47.80
6.60,4.00,1.80,8.50,16.60,36.30,49.60,64.20,67.00,70.90,47.80:27.50
4.00,1.80,8.50,16.60,36.30,49.60,64.20,67.00,70.90,47.80,27.50:8.50
1.80,8.50,16.60,36.30,49.60,64.20,67.00,70.90,47.80,27.50,8.50:13.20
8.50,16.60,36.30,49.60,64.20,67.00,70.90,47.80,27.50,8.50,13.20:56.90
16.60,36.30,49.60,64.20,67.00,70.90,47.80,27.50,8.50,13.20,56.90:121.50
36.30,49.60,64.20,67.00,70.90,47.80,27.50,8.50,13.20,56.90,121.50:138.30
49.60,64.20,67.00,70.90,47.80,27.50,8.50,13.20,56.90,121.50,138.30:103.20
64.20,67.00,70.90,47.80,27.50,8.50,13.20,56.90,121.50,138.30,103.20:85.70
67.00,70.90,47.80,27.50,8.50,13.20,56.90,121.50,138.30,103.20,85.70:64.60
70.90,47.80,27.50,8.50,13.20,56.90,121.50,138.30,103.20,85.70,64.60:36.70
47.80,27.50,8.50,13.20,56.90,121.50,138.30,103.20,85.70,64.60,36.70:24.20
27.50,8.50,13.20,56.90,121.50,138.30,103.20,85.70,64.60,36.70,24.20:10.70
8.50,13.20,56.90,121.50,138.30,103.20,85.70,64.60,36.70,24.20,10.70:15.00
13.20,56.90,121.50,138.30,103.20,85.70,64.60,36.70,24.20,10.70,15.00:40.10
56.90,121.50,138.30,103.20,85.70,64.60,36.70,24.20,10.70,15.00,40.10:61.50
121.50,138.30,103.20,85.70,64.60,36.70,24.20,10.70,15.00,40.10,61.50:98.50
138.30,103.20,85.70,64.60,36.70,24.20,10.70,15.00,40.10,61.50,98.50:124.70
103.20,85.70,64.60,36.70,24.20,10.70,15.00,40.10,61.50,98.50,124.70:96.30
85.70,64.60,36.70,24.20,10.70,15.00,40.10,61.50,98.50,124.70,96.30:66.60
64.60,36.70,24.20,10.70,15.00,40.10,61.50,98.50,124.70,96.30,66.60:64.50
36.70,24.20,10.70,15.00,40.10,61.50,98.50,124.70,96.30,66.60,64.50:54.10
24.20,10.70,15.00,40.10,61.50,98.50,124.70,96.30,66.60,64.50,54.10:39.00
10.70,15.00,40.10,61.50,98.50,124.70,96.30,66.60,64.50,54.10,39.00:20.60
15.00,40.10,61.50,98.50,124.70,96.30,66.60,64.50,54.10,39.00,20.60:6.70
40.10,61.50,98.50,124.70,96.30,66.60,64.50,54.10,39.00,20.60,6.70:4.30
61.50,98.50,124.70,96.30,66.60,64.50,54.10,39.00,20.60,6.70,4.30:22.70
98.50,124.70,96.30,66.60,64.50,54.10,39.00,20.60,6.70,4.30,22.70:54.80
124.70,96.30,66.60,64.50,54.10,39.00,20.60,6.70,4.30,22.70,54.80:93.80
96.30,66.60,64.50,54.10,39.00,20.60,6.70,4.30,22.70,54.80,93.80:95.80
66.60,64.50,54.10,39.00,20.60,6.70,4.30,22.70,54.80,93.80,95.80:77.20
64.50,54.10,39.00,20.60,6.70,4.30,22.70,54.80,93.80,95.80,77.20:59.10
54.10,39.00,20.60,6.70,4.30,22.70,54.80,93.80,95.80,77.20,59.10:44.00
39.00,20.60,6.70,4.30,22.70,54.80,93.80,95.80,77.20,59.10,44.00:47.00
20.60,6.70,4.30,22.70,54.80,93.80,95.80,77.20,59.10,44.00,47.00:30.50
6.70,4.30,22.70,54.80,93.80,95.80,77.20,59.10,44.00,47.00,30.50:16.30
4.30,22.70,54.80,93.80,95.80,77.20,59.10,44.00,47.00,30.50,16.30:7.30
22.70,54.80,93.80,95.80,77.20,59.10,44.00,47.00,30.50,16.30,7.30:37.60
54.80,93.80,95.80,77.20,59.10,44.00,47.00,30.50,16.30,7.30,37.60:74.00
93.80,95.80,77.20,59.10,44.00,47.00,30.50,16.30,7.30,37.60,74.00:139.00
95.80,77.20,59.10,44.00,47.00,30.50,16.30,7.30,37.60,74.00,139.00:111.20
77.20,59.10,44.00,47.00,30.50,16.30,7.30,37.60,74.00,139.00,111.20:101.60
59.10,44.00,47.00,30.50,16.30,7.30,37.60,74.00,139.00,111.20,101.60:66.20
44.00,47.00,30.50,16.30,7.30,37.60,74.00,139.00,111.20,101.60,66.20:44.70
47.00,30.50,16.30,7.30,37.60,74.00,139.00,111.20,101.60,66.20,44.70:17.00
30.50,16.30,7.30,37.60,74.00,139.00,111.20,101.60,66.20,44.70,17.00:11.30
16.30,7.30,37.60,74.00,139.00,111.20,101.60,66.20,44.70,17.00,11.30:12.40
7.30,37.60,74.00,139.00,111.20,101.60,66.20,44.70,17.00,11.30,12.40:3.40
37.60,74.00,139.00,111.20,101.60,66.20,44.70,17.00,11.30,12.40,3.40:6.00
74.00,139.00,111.20,101.60,66.20,44.70,17.00,11.30,12.40,3.40,6.00:32.30
139.00,111.20,101.60,66.20,44.70,17.00,11.30,12.40,3.40,6.00,32.30:54.30
111.20,101.60,66.20,44.70,17.00,11.30,12.40,3.40,6.00,32.30,54.30:59.70
101.60,66.20,44.70,17.00,11.30,12.40,3.40,6.00,32.30,54.30,59.70:63.70
66.20,44.70,17.00,11.30,12.40,3.40,6.00,32.30,54.30,59.70,63.70:63.50
44.70,17.00,11.30,12.40,3.40,6.00,32.30,54.30,59.70,63.70,63.50:52.20
17.00,11.30,12.40,3.40,6.00,32.30,54.30,59.70,63.70,63.50,52.20:25.40
11.30,12.40,3.40,6.00,32.30,54.30,59.70,63.70,63.50,52.20,25.40:13.10
12.40,3.40,6.00,32.30,54.30,59.70,63.70,63.50,52.20,25.40,13.10:6.80
3.40,6.00,32.30,54.30,59.70,63.70,63.50,52.20,25.40,13.10,6.80:6.30
6.00,32.30,54.30,59.70,63.70,63.50,52.20,25.40,13.10,6.80,6.30:7.10
32.30,54.30,59.70,63.70,63.50,52.20,25.40,13.10,6.80,6.30,7.10:35.60
54.30,59.70,63.70,63.50,52.20,25.40,13.10,6.80,6.30,7.10,35.60:73.00
59.70,63.70,63.50,52.20,25.40,13.10,6.80,6.30,7.10,35.60,73.00:85.10
63.70,63.50,52.20,25.40,13.10,6.80,6.30,7.10,35.60,73.00,85.10:78.00
63.50,52.20,25.40,13.10,6.80,6.30,7.10,35.60,73.00,85.10,78.00:64.00
52.20,25.40,13.10,6.80,6.30,7.10,35.60,73.00,85.10,78.00,64.00:41.80
25.40,13.10,6.80,6.30,7.10,35.60,73.00,85.10,78.00,64.00,41.80:26.20
13.10,6.80,6.30,7.10,35.60,73.00,85.10,78.00,64.00,41.80,26.20:26.70
6.80,6.30,7.10,35.60,73.00,85.10,78.00,64.00,41.80,26.20,26.70:12.10
6.30,7.10,35.60,73.00,85.10,78.00,64.00,41.80,26.20,26.70,12.10:9.50
7.10,35.60,73.00,85.10,78.00,64.00,41.80,26.20,26.70,12.10,9.50:2.70
35.60,73.00,85.10,78.00,64.00,41.80,26.20,26.70,12.10,9.50,2.70:5.00
73.00,85.10,78.00,64.00,41.80,26.20,26.70,12.10,9.50,2.70,5.00:24.40
85.10,78.00,64.00,41.80,26.20,26.70,12.10,9.50,2.70,5.00,24.40:42.00
78.00,64.00,41.80,26.20,26.70,12.10,9.50,2.70,5.00,24.40,42.00:63.50
64.00,41.80,26.20,26.70,12.10,9.50,2.70,5.00,24.40,42.00,63.50:53.80
41.80,26.20,26.70,12.10,9.50,2.70,5.00,24.40,42.00,63.50,53.80:62.00
26.20,26.70,12.10,9.50,2.70,5.00,24.40,42.00,63.50,53.80,62.00:48.50
26.70,12.10,9.50,2.70,5.00,24.40,42.00,63.50,53.80,62.00,48.50:43.90
12.10,9.50,2.70,5.00,24.40,42.00,63.50,53.80,62.00,48.50,43.90:18.60
9.50,2.70,5.00,24.40,42.00,63.50,53.80,62.00,48.50,43.90,18.60:5.70
2.70,5.00,24.40,42.00,63.50,53.80,62.00,48.50,43.90,18.60,5.70:3.60
5.00,24.40,42.00,63.50,53.80,62.00,48.50,43.90,18.60,5.70,3.60:1.40
24.40,42.00,63.50,53.80,62.00,48.50,43.90,18.60,5.70,3.60,1.40:9.60
42.00,63.50,53.80,62.00,48.50,43.90,18.60,5.70,3.60,1.40,9.60:47.40
63.50,53.80,62.00,48.50,43.90,18.60,5.70,3.60,1.40,9.60,47.40:57.10
53.80,62.00,48.50,43.90,18.60,5.70,3.60,1.40,9.60,47.40,57.10:103.90
62.00,48.50,43.90,18.60,5.70,3.60,1.40,9.60,47.40,57.10,103.90:80.60
48.50,43.90,18.60,5.70,3.60,1.40,9.60,47.40,57.10,103.90,80.60:63.60
43.90,18.60,5.70,3.60,1.40,9.60,47.40,57.10,103.90,80.60,63.60:37.60
18.60,5.70,3.60,1.40,9.60,47.40,57.10,103.90,80.60,63.60,37.60:26.10
5.70,3.60,1.40,9.60,47.40,57.10,103.90,80.60,63.60,37.60,26.10:14.20
3.60,1.40,9.60,47.40,57.10,103.90,80.60,63.60,37.60,26.10,14.20:5.80
1.40,9.60,47.40,57.10,103.90,80.60,63.60,37.60,26.10,14.20,5.80:16.70
9.60,47.40,57.10,103.90,80.60,63.60,37.60,26.10,14.20,5.80,16.70:44.30
47.40,57.10,103.90,80.60,63.60,37.60,26.10,14.20,5.80,16.70,44.30:63.90
57.10,103.90,80.60,63.60,37.60,26.10,14.20,5.80,16.70,44.30,63.90:69.00
103.90,80.60,63.60,37.60,26.10,14.20,5.80,16.70,44.30,63.90,69.00:77.80
80.60,63.60,37.60,26.10,14.20,5.80,16.70,44.30,63.90,69.00,77.80:64.90
63.60,37.60,26.10,14.20,5.80,16.70,44.30,63.90,69.00,77.80,64.90:35.70
37.60,26.10,14.20,5.80,16.70,44.30,63.90,69.00,77.80,64.90,35.70:21.20
26.10,14.20,5.80,16.70,44.30,63.90,69.00,77.80,64.90,35.70,21.20:11.10
14.20,5.80,16.70,44.30,63.90,69.00,77.80,64.90,35.70,21.20,11.10:5.70
5.80,16.70,44.30,63.90,69.00,77.80,64.90,35.70,21.20,11.10,5.70:8.70
16.70,44.30,63.90,69.00,77.80,64.90,35.70,21.20,11.10,5.70,8.70:36.10
44.30,63.90,69.00,77.80,64.90,35.70,21.20,11.10,5.70,8.70,36.10:79.70
63.90,69.00,77.80,64.90,35.70,21.20,11.10,5.70,8.70,36.10,79.70:114.40
69.00,77.80,64.90,35.70,21.20,11.10,5.70,8.70,36.10,79.70,114.40:109.60
77.80,64.90,35.70,21.20,11.10,5.70,8.70,36.10,79.70,114.40,109.60:88.80
64.90,35.70,21.20,11.10,5.70,8.70,36.10,79.70,114.40,109.60,88.80:67.80
35.70,21.20,11.10,5.70,8.70,36.10,79.70,114.40,109.60,88.80,67.80:47.50
21.20,11.10,5.70,8.70,36.10,79.70,114.40,109.60,88.80,67.80,47.50:30.60
11.10,5.70,8.70,36.10,79.70,114.40,109.60,88.80,67.80,47.50,30.60:16.30
5.70,8.70,36.10,79.70,114.40,109.60,88.80,67.80,47.50,30.60,16.30:9.60
8.70,36.10,79.70,114.40,109.60,88.80,67.80,47.50,30.60,16.30,9.60:33.20
36.10,79.70,114.40,109.60,88.80,67.80,47.50,30.60,16.30,9.60,33.20:92.60
79.70,114.40,109.60,88.80,67.80,47.50,30.60,16.30,9.60,33.20,92.60:151.60
114.40,109.60,88.80,67.80,47.50,30.60,16.30,9.60,33.20,92.60,151.60:136.30
109.60,88.80,67.80,47.50,30.60,16.30,9.60,33.20,92.60,151.60,136.30:134.70
88.80,67.80,47.50,30.60,16.30,9.60,33.20,92.60,151.60,136.30,134.70:83.90
67.80,47.50,30.60,16.30,9.60,33.20,92.60,151.60,136.30,134.70,83.90:69.40
47.50,30.60,16.30,9.60,33.20,92.60,151.60,136.30,134.70,83.90,69.40:31.50
30.60,16.30,9.60,33.20,92.60,151.60,136.30,134.70,83.90,69.40,31.50:13.90
16.30,9.60,33.20,92.60,151.60,136.30,134.70,83.90,69.40,31.50,13.90:4.40
9.60,33.20,92.60,151.60,136.30,134.70,83.90,69.40,31.50,13.90,4.40:38.00
33.20,92.60,151.60,136.30,134.70,83.90,69.40,31.50,13.90,4.40,38.00:141.70
92.60,151.60,136.30,134.70,83.90,69.40,31.50,13.90,4.40,38.00,141.70:190.20
151.60,136.30,134.70,83.90,69.40,31.50,13.90,4.40,38.00,141.70,190.20:184.80
136.30,134.70,83.90,69.40,31.50,13.90,4.40,38.00,141.70,190.20,184.80:159.00
134.70,83.90,69.40,31.50,13.90,4.40,38.00,141.70,190.20,184.80,159.00:112.30
83.90,69.40,31.50,13.90,4.40,38.00,141.70,190.20,184.80,159.00,112.30:53.90
69.40,31.50,13.90,4.40,38.00,141.70,190.20,184.80,159.00,112.30,53.90:37.50
31.50,13.90,4.40,38.00,141.70,190.20,184.80,159.00,112.30,53.90,37.50:27.90
13.90,4.40,38.00,141.70,190.20,184.80,159.00,112.30,53.90,37.50,27.90:10.20
4.40,38.00,141.70,190.20,184.80,159.00,112.30,53.90,37.50,27.90,10.20:15.10
38.00,141.70,190.20,184.80,159.00,112.30,53.90,37.50,27.90,10.20,15.10:47.00
141.70,190.20,184.80,159.00,112.30,53.90,37.50,27.90,10.20,15.10,47.00:93.80
190.20,184.80,159.00,112.30,53.90,37.50,27.90,10.20,15.10,47.00,93.80:105.90
184.80,159.00,112.30,53.90,37.50,27.90,10.20,15.10,47.00,93.80,105.90:105.50
159.00,112.30,53.90,37.50,27.90,10.20,15.10,47.00,93.80,105.90,105.50:104.50
112.30,53.90,37.50,27.90,10.20,15.10,47.00,93.80,105.90,105.50,104.50:66.60
53.90,37.50,27.90,10.20,15.10,47.00,93.80,105.90,105.50,104.50,66.60:68.90
37.50,27.90,10.20,15.10,47.00,93.80,105.90,105.50,104.50,66.60,68.90:38.00
27.90,10.20,15.10,47.00,93.80,105.90,105.50,104.50,66.60,68.90,38.00:34.50
10.20,15.10,47.00,93.80,105.90,105.50,104.50,66.60,68.90,38.00,34.50:15.50
15.10,47.00,93.80,105.90,105.50,104.50,66.60,68.90,38.00,34.50,15.50:12.60
47.00,93.80,105.90,105.50,104.50,66.60,68.90,38.00,34.50,15.50,12.60:27.50
93.80,105.90,105.50,104.50,66.60,68.90,38.00,34.50,15.50,12.60,27.50:92.50
105.90,105.50,104.50,66.60,68.90,38.00,34.50,15.50,12.60,27.50,92.50:155.40
105.50,104.50,66.60,68.90,38.00,34.50,15.50,12.60,27.50,92.50,155.40:154.70
104.50,66.60,68.90,38.00,34.50,15.50,12.60,27.50,92.50,155.40,154.70:140.50
66.60,68.90,38.00,34.50,15.50,12.60,27.50,92.50,155.40,154.70,140.50:115.90
68.90,38.00,34.50,15.50,12.60,27.50,92.50,155.40,154.70,140.50,115.90:66.60
38.00,34.50,15.50,12.60,27.50,92.50,155.40,154.70,140.50,115.90,66.60:45.90
34.50,15.50,12.60,27.50,92.50,155.40,154.70,140.50,115.90,66.60,45.90:17.90
15.50,12.60,27.50,92.50,155.40,154.70,140.50,115.90,66.60,45.90,17.90:13.40
12.60,27.50,92.50,155.40,154.70,140.50,115.90,66.60,45.90,17.90,13.40:29.20
